index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
521287,734,4,16/05/2013,578,1,1,0,0,6045.1606
223543,844,1,24/11/2014,546,1,1,0,0,6587.868
158501,383,3,09/01/2013,2045,1,1,0,1,15929.038
239532,425,3,11/03/2015,448,1,0,0,0,4334.1704
448035,269,5,11/10/2013,1105,1,1,0,0,9848.585
58373,170,6,05/07/2014,423,1,0,0,0,4104.5757
113041,241,3,31/07/2013,735,1,1,0,1,7615.554
127805,120,7,21/09/2014,0,0,0,0,0,0.14056402
576602,237,2,30/07/2013,582,1,1,0,1,6569.154
684837,278,5,16/05/2014,745,1,0,0,0,6635.0044
206834,731,1,25/11/2013,798,1,0,0,0,6324.005
698365,411,7,06/10/2013,0,0,0,0,0,0.14056402
379475,34,4,21/02/2013,1008,1,1,0,0,8966.284
698668,891,3,10/06/2015,871,1,0,0,0,6901.161
106139,612,1,27/07/2015,548,1,1,0,0,6587.868
523642,729,4,09/07/2015,968,1,0,0,1,7633.725
173104,641,5,25/01/2013,604,1,1,0,0,6221.9287
297840,841,6,13/12/2014,188,1,0,0,0,1890.4985
415621,312,3,14/05/2014,437,1,0,0,0,4228.2075
699937,997,6,31/05/2014,359,1,0,0,0,3369.4617
353268,845,5,08/02/2013,426,1,1,0,0,4792.518
207517,934,3,10/07/2013,614,1,0,0,0,5341.0156
326850,1044,4,11/09/2014,753,1,0,0,1,6230.8613
673570,1036,4,17/10/2013,426,1,0,0,0,4262.0024
305907,961,3,05/03/2014,683,1,1,0,0,7030.1216
652975,269,2,29/01/2013,797,1,0,0,0,6324.2393
474872,801,2,17/09/2013,381,1,0,0,0,3807.353
388416,564,4,18/07/2013,499,1,1,0,0,5437.6797
512740,674,6,28/09/2013,607,1,0,0,0,5981.238
34563,982,2,18/03/2014,753,1,1,0,0,7705.5215
700394,323,6,28/12/2013,656,1,0,0,0,6371.168
665035,8,4,31/10/2013,798,1,0,0,0,6474.697
670599,441,7,27/10/2013,0,0,0,0,0,0.14056402
450005,340,3,01/10/2014,779,1,1,0,0,7777.5073
455300,1110,3,06/11/2013,501,1,1,0,0,5567.0625
304293,913,1,14/01/2013,925,1,0,0,0,7161.9976
245114,382,4,31/01/2013,680,1,0,0,0,5825.2026
560195,957,1,21/04/2014,0,0,0,b,1,-1.5614696
72005,82,5,21/03/2014,893,1,1,0,0,8426.79
446853,1078,5,29/08/2014,464,1,0,0,1,4544.1016
626033,259,1,12/08/2013,2294,1,1,0,1,19042.693
242564,462,4,20/11/2014,571,1,0,0,0,5094.9014
449475,321,6,01/02/2014,675,1,0,0,0,6406.256
111469,1009,3,25/03/2015,474,1,0,0,0,4431.468
55862,821,1,20/10/2014,958,1,1,0,1,10605.798
491044,105,5,20/12/2013,696,1,1,0,0,6961.5376
686598,1047,4,12/03/2015,496,1,0,0,0,4629.186
231792,427,6,25/04/2015,657,1,0,0,0,6385.6055
452302,559,7,07/06/2015,0,0,0,0,0,0.14056402
240395,286,1,19/01/2015,373,1,0,0,0,3767.6123
333448,135,5,19/04/2013,485,1,0,0,0,4737.998
153123,479,7,02/06/2013,0,0,0,0,0,0.14056402
327622,1101,2,08/07/2014,903,1,0,0,0,6947.3286
13309,174,7,11/05/2014,0,0,0,0,0,0.14056402
414614,854,6,11/10/2014,774,1,0,0,0,6980.805
500223,908,3,10/09/2014,304,1,0,0,0,3232.153
659702,450,7,18/01/2015,0,0,0,0,0,0.14056402
662842,423,5,05/04/2013,1894,1,0,0,1,12970.224
607912,1070,4,27/02/2014,687,1,0,0,0,5862.4507
385535,2,7,01/09/2013,0,0,0,0,0,0.14056402
74995,316,1,21/04/2014,0,0,0,b,1,-1.5614696
410802,1054,3,08/04/2015,522,1,0,0,1,4712.05
601060,1111,2,15/01/2013,360,1,0,0,0,3598.6387
44487,760,6,03/08/2013,1338,1,0,0,0,10042.983
198673,410,4,23/10/2014,786,1,1,0,0,7684.489
144836,441,1,06/10/2014,777,1,1,0,1,8866.722
356506,170,7,28/09/2014,0,0,0,0,0,0.14056402
395962,732,5,21/03/2014,572,1,1,0,0,6083.2812
260167,180,4,27/06/2013,710,1,0,0,1,6101.106
103931,874,5,26/06/2015,467,1,0,0,0,4650.518
278753,181,6,08/06/2013,424,1,0,0,0,4104.5757
166250,1005,2,17/02/2015,954,1,1,0,0,9169.06
162997,476,2,26/02/2013,611,1,0,0,0,5311.297
215278,255,6,28/02/2015,765,1,0,0,0,7071.2046
678102,453,1,03/11/2014,1007,1,1,0,0,10465.92
296132,261,4,21/02/2013,1004,1,1,0,1,9220.447
441352,120,6,27/09/2014,541,1,0,0,0,5365.5493
306810,878,5,21/11/2014,785,1,0,0,0,6884.409
553427,201,1,28/04/2014,501,1,1,0,0,6092.052
493931,478,2,25/03/2014,575,1,0,0,0,5041.0615
611622,1090,7,16/02/2014,0,0,0,0,0,0.14056402
13346,897,4,11/06/2015,239,1,0,0,0,2571.3064
664532,237,7,15/12/2013,0,0,0,0,0,0.14056402
67647,296,4,30/01/2014,794,1,0,0,0,6486.328
623904,907,1,20/04/2015,775,1,0,0,0,6404.948
485433,765,7,21/04/2013,0,0,0,0,0,0.14056402
214240,64,5,01/11/2013,0,0,0,a,1,-7.0289555
530126,1067,1,04/11/2013,604,1,1,0,0,7278.338
162855,565,2,30/09/2014,985,1,1,0,0,9184.87
351401,565,2,05/08/2014,828,1,1,0,1,8704.787
38634,911,2,29/04/2014,975,1,1,0,1,9340.322
139331,474,7,15/12/2013,0,0,0,0,0,0.14056402
124417,1020,7,29/12/2013,0,0,0,0,1,3.4545376
529674,1028,3,18/02/2015,614,1,1,0,0,6378.3853
504299,180,6,15/06/2013,855,1,0,0,0,7562.213
480865,795,3,18/06/2014,607,1,1,0,0,6441.0835
642755,311,7,11/08/2013,0,0,0,0,1,3.4545376
315352,381,3,05/02/2014,1042,1,1,0,1,9772.972
397733,846,3,10/07/2013,761,1,0,0,0,6262.431
443498,331,4,03/04/2014,1016,1,1,0,0,9023.141
662202,1014,6,28/12/2013,646,1,0,0,0,6256.92
680080,841,7,15/06/2014,0,0,0,0,0,0.14056402
479172,11,3,26/06/2013,1083,1,0,0,1,8277.342
687909,210,3,13/11/2013,248,1,0,0,0,2584.4387
575620,558,4,10/01/2013,524,1,1,0,0,5622.663
176235,618,4,19/06/2014,0,0,1,a,0,-0.939353
108928,744,5,17/07/2015,850,1,1,0,0,8121.365
539081,116,2,20/08/2013,744,1,0,0,0,5985.646
32049,10,7,26/10/2014,0,0,0,0,0,0.14056402
493454,879,5,15/11/2013,340,1,0,0,0,3614.151
295339,1090,6,23/03/2013,341,1,0,0,0,3240.7854
599173,552,6,08/03/2014,415,1,0,0,0,3966.2903
521079,414,5,01/11/2013,494,1,0,0,0,4842.7573
437185,972,1,27/04/2015,541,1,1,0,0,6500.648
572136,163,3,27/03/2013,1282,1,1,0,1,11023.913
356665,301,2,24/12/2013,486,1,0,0,1,4493.856
263486,383,1,17/06/2013,2620,1,1,0,0,20101.754
46008,148,5,08/05/2015,877,1,1,0,0,8338.34
471083,809,5,15/05/2015,895,1,0,0,0,7663.032
646314,240,6,02/03/2013,393,1,0,0,0,3743.7607
644642,53,1,10/03/2014,523,1,0,0,0,4864.721
129373,259,5,18/04/2014,3062,1,1,b,1,20169.81
383507,165,7,07/07/2013,0,0,0,0,0,0.14056402
316475,186,3,20/02/2013,342,1,1,0,0,4017.7356
168341,930,3,14/01/2015,1004,1,1,0,0,9015.06
406711,519,7,06/01/2013,0,0,0,0,0,0.14056402
500589,393,1,22/09/2014,483,1,0,0,0,4671.203
243774,206,6,31/01/2015,622,1,0,0,0,6055.354
667917,267,2,21/10/2014,1050,1,1,0,1,10327.526
684947,352,1,21/01/2013,616,1,1,0,0,7242.9937
297640,673,3,15/01/2014,469,1,0,0,0,4441.343
114374,196,5,24/04/2015,623,1,0,0,0,5745.202
158875,764,7,24/05/2015,0,0,0,0,0,0.14056402
352423,910,7,29/03/2015,0,0,0,0,0,0.14056402
60091,1033,4,30/07/2015,1213,1,1,0,1,10555.818
386353,200,4,23/04/2015,895,1,0,0,0,7099.7505
384979,982,6,24/05/2014,551,1,0,0,0,5434.2085
336732,764,5,28/03/2014,410,1,0,0,0,4198.541
424062,60,5,16/08/2013,699,1,1,0,1,6918.7007
32467,637,2,01/10/2013,689,1,0,0,0,5789.538
8037,610,6,14/03/2015,416,1,0,0,0,3966.2903
176849,436,2,12/11/2013,531,1,0,0,0,4820.3936
308261,750,2,26/03/2013,388,1,1,0,1,4705.939
706586,1085,7,07/06/2015,0,0,0,0,0,0.14056402
561746,734,4,07/08/2014,531,1,1,0,1,5677.876
535104,500,3,04/06/2014,402,1,1,0,0,4781.3477
670327,811,1,13/07/2015,867,1,1,0,0,9388.168
96898,64,7,02/11/2014,0,0,0,0,0,0.14056402
447362,485,6,02/02/2013,440,1,0,0,0,4335.7856
611732,421,5,20/12/2013,1474,1,1,0,0,11954.691
178173,539,5,03/07/2015,1225,1,1,0,0,10636.536
163582,898,5,26/06/2015,552,1,0,0,0,5217.172
109145,461,7,13/07/2014,0,0,0,0,0,0.14056402
209223,50,4,08/05/2014,355,1,1,0,0,4039.2053
596535,773,5,20/06/2014,832,1,1,0,0,8073.8853
542246,346,4,07/02/2013,563,1,1,0,0,5968.4565
498154,570,3,04/09/2013,607,1,0,0,0,5430.8335
173910,485,1,16/06/2014,499,1,1,0,1,6077.8794
221278,452,3,27/03/2013,625,1,1,0,1,6698.391
70642,986,2,10/02/2015,599,1,0,0,0,5192.43
110514,271,4,06/03/2014,982,1,1,0,0,8862.332
33092,545,3,13/11/2013,914,1,0,0,0,7100.8765
290908,446,3,16/10/2013,593,1,0,0,0,5238.0894
420125,879,3,10/07/2013,273,1,0,0,0,2836.745
238746,1028,6,01/06/2013,399,1,0,0,0,3811.3071
233894,1038,4,15/01/2015,478,1,1,0,0,5301.0713
192872,623,4,21/08/2014,775,1,1,0,0,7660.4585
581036,790,4,20/06/2013,606,1,1,0,0,6179.8774
237401,661,1,11/11/2013,582,1,0,0,0,5211.3677
566544,664,3,26/06/2013,473,1,0,0,0,4428.398
32100,575,3,27/03/2013,681,1,1,0,1,7200.477
109302,408,7,02/11/2014,0,0,0,0,0,0.14056402
332867,103,5,27/09/2013,434,1,1,0,0,4830.3364
532917,566,6,07/03/2015,410,1,0,0,0,3955.7512
617386,963,2,09/09/2014,1120,1,0,0,0,8325.753
548829,461,7,17/02/2013,0,0,0,0,0,0.14056402
310452,519,3,11/06/2014,489,1,0,0,0,4540.4834
63550,891,4,06/11/2014,1020,1,1,0,0,9189.098
537287,125,1,21/04/2014,0,0,0,b,1,-1.5614696
630827,965,4,12/09/2013,925,1,1,0,0,8549.137
206258,598,4,05/02/2015,805,1,1,0,0,7792.595
92943,409,5,31/01/2014,516,1,0,0,0,4900.3296
239054,60,3,01/04/2015,1175,1,1,0,0,10269.625
172308,143,3,18/09/2013,454,1,0,0,0,4341.257
216792,443,2,03/06/2014,531,1,1,0,0,6081.26
396763,218,7,22/12/2013,0,0,0,0,0,0.14056402
117554,743,1,01/07/2013,518,1,1,0,0,6271.4224
632457,1039,4,12/06/2014,907,1,0,0,0,7037.7905
9601,843,2,03/02/2015,1065,1,1,0,1,9816.356
446615,553,2,01/10/2013,520,1,0,0,0,4776.1807
297658,141,3,02/01/2013,712,1,0,0,1,6088.605
363956,490,6,21/02/2015,1146,1,0,0,0,9334.05
378545,1096,2,24/09/2013,614,1,1,0,0,6772.1265
521418,415,1,20/10/2014,556,1,1,0,1,6461.7344
66002,411,5,17/05/2013,732,1,1,0,0,7337.5474
442531,329,6,26/10/2013,394,1,0,0,0,3743.7607
483058,1028,1,20/04/2015,496,1,0,0,0,4643.025
252180,183,5,31/05/2013,621,1,1,0,1,6233.493
340927,401,1,11/02/2013,613,1,0,0,1,5567.651
189257,202,5,13/03/2015,523,1,0,0,0,5023.696
240584,225,3,29/04/2015,661,1,1,0,0,6852.335
191662,134,7,22/12/2013,0,0,0,0,0,0.14056402
685893,81,6,25/07/2015,718,1,0,0,0,6608.3364
479100,765,1,12/08/2013,905,1,1,0,1,9844.801
474184,832,3,05/03/2014,531,1,1,0,0,5818.7397
263583,576,3,09/04/2014,764,1,0,0,0,6307.984
471272,364,4,23/10/2014,599,1,1,0,1,6334.9746
306470,620,1,11/05/2015,746,1,0,0,0,6121.783
379753,733,5,24/05/2013,3386,1,0,0,0,17812.299
399345,3,1,13/10/2014,673,1,0,0,1,6054.819
453451,1096,1,17/06/2013,721,1,1,0,0,7949.8516
330346,414,6,07/06/2014,592,1,0,0,0,5768.5366
277333,768,7,05/04/2015,0,0,0,0,0,0.14056402
76093,85,6,10/08/2013,733,1,0,0,0,6771.4077
354886,316,6,09/05/2015,925,1,0,0,0,8048.5347
416739,523,2,02/07/2013,2121,1,1,0,1,16726.525
380830,523,7,14/06/2015,0,0,0,0,0,0.14056402
94356,843,2,02/09/2014,1070,1,1,0,0,10036.725
694718,456,3,12/02/2014,832,1,0,0,0,6682.92
12583,303,1,13/04/2015,856,1,1,0,0,9141.806
35941,685,5,16/08/2013,893,1,1,0,1,8277.076
484102,397,7,12/01/2014,0,0,0,0,0,0.14056402
691845,559,6,24/08/2013,293,1,0,0,0,2740.9412
141967,530,6,11/05/2013,962,1,0,0,0,8156.8037
132192,429,7,15/12/2013,0,0,0,0,0,0.14056402
510379,664,4,18/07/2013,544,1,1,0,1,5843.392
332284,209,5,20/09/2013,555,1,0,0,0,5233.4756
61081,834,2,17/02/2015,711,1,1,0,0,7526.277
256684,725,6,09/11/2013,571,1,0,0,0,5613.637
297293,384,1,25/05/2015,0,0,0,a,0,-0.33465812
342997,820,3,15/04/2015,1014,1,1,0,0,9071.916
687041,199,5,14/03/2014,608,1,0,0,0,5732.436
463318,207,5,17/05/2013,1381,1,1,0,0,11605.502
594310,400,3,28/08/2013,1273,1,1,0,0,10845.819
321174,314,6,06/07/2013,437,1,0,0,0,4240.0244
353746,765,7,25/05/2014,0,0,0,0,0,0.14056402
397241,652,4,14/05/2015,0,0,0,a,0,-1.5261906
181547,1096,2,03/09/2013,666,1,0,0,1,5818.9263
166016,516,2,27/08/2013,841,1,1,0,1,8611.627
702930,1072,6,31/01/2015,420,1,0,0,0,4013.0876
276035,904,5,10/05/2013,641,1,0,0,0,5888.5063
569391,59,6,20/06/2015,258,1,0,0,0,2481.777
63826,714,3,01/04/2015,454,1,1,0,1,5223.7656
51455,52,1,27/01/2014,389,1,0,0,0,3985.6404
37765,875,3,29/10/2014,411,1,0,0,1,4072.8079
250567,318,6,08/11/2014,566,1,0,0,0,5593.9966
421512,123,7,05/10/2014,0,0,0,0,0,0.14056402
702640,767,5,19/04/2013,670,1,0,0,0,6121.238
82051,110,1,17/11/2014,557,1,0,0,0,4952.046
675377,908,1,04/11/2013,480,1,1,0,0,5879.696
683102,823,3,02/01/2013,570,1,0,0,1,5129.5024
317952,374,3,16/10/2013,795,1,0,0,0,6497.9526
586180,347,3,13/03/2013,299,1,0,0,0,3146.292
219522,1029,5,25/10/2013,758,1,1,0,1,7481.603
678056,472,5,05/12/2014,891,1,1,0,0,8336.757
83389,720,3,11/02/2015,682,1,0,0,0,5747.8174
325177,858,5,03/07/2015,440,1,1,0,0,4956.431
134806,961,4,21/03/2013,647,1,1,0,0,6402.421
642044,1026,4,28/02/2013,1236,1,0,0,0,9130.435
533802,1069,4,20/03/2014,741,1,1,0,0,7300.042
701303,87,6,28/02/2015,547,1,0,0,0,5474.9995
412813,1019,3,07/01/2015,828,1,1,0,0,8150.985
62805,844,6,18/10/2014,217,1,0,0,0,1890.4985
565087,369,6,13/09/2014,643,1,0,0,0,6231.93
599840,718,1,16/12/2013,1389,1,1,0,0,13710.423
705122,1069,7,25/01/2015,0,0,0,0,0,0.14056402
369260,649,6,07/02/2015,156,1,0,0,0,1472.8534
487792,779,6,28/02/2015,304,1,0,0,0,2868.052
438459,492,1,02/12/2013,1560,1,1,0,0,14730.87
251054,862,6,26/04/2014,662,1,0,0,0,6441.3535
501254,862,6,05/01/2013,840,1,0,0,0,7347.0566
72369,399,1,22/04/2013,685,1,1,0,0,7833.114
676879,666,3,09/01/2013,609,1,1,0,0,6360.075
174428,117,5,21/02/2014,533,1,1,0,0,5753.851
381763,188,6,20/04/2013,446,1,0,0,0,4337.741
639585,719,7,01/03/2015,0,0,0,0,0,0.14056402
438943,1066,4,16/10/2014,952,1,0,0,1,7639.1074
706241,924,4,02/01/2014,399,1,0,0,1,3945.6196
586607,931,5,05/09/2014,562,1,1,0,0,5896.933
571020,1028,3,03/12/2014,609,1,1,0,0,6360.075
227750,1017,7,01/03/2015,0,0,0,0,0,0.14056402
328258,130,2,30/12/2014,687,1,0,0,1,6014.121
185462,603,5,31/05/2013,849,1,1,0,1,7835.95
419414,984,5,05/12/2014,905,1,1,0,0,8536.757
623043,67,7,07/12/2014,0,0,0,0,0,0.14056402
206027,267,2,26/02/2013,766,1,0,0,0,6150.063
130400,196,3,16/04/2014,841,1,1,0,0,8182.3945
678125,877,7,05/01/2014,0,0,0,0,0,0.14056402
357256,122,5,16/08/2013,1082,1,1,0,0,9728.151
313464,72,2,17/09/2013,403,1,0,0,0,3983.4343
519532,994,4,06/11/2014,540,1,1,0,0,5827.777
629619,219,6,09/08/2014,222,1,0,0,0,1890.4985
399031,534,3,23/01/2013,707,1,1,0,0,7178.6255
465526,602,7,24/02/2013,0,0,0,0,0,0.14056402
324392,592,2,16/12/2014,811,1,1,0,0,8450.388
238182,1113,3,21/01/2015,630,1,0,0,0,5403.0664
490252,222,4,02/05/2013,704,1,1,0,0,7043.371
318245,440,2,05/11/2013,671,1,1,0,0,7080.6836
268489,56,1,12/05/2014,473,1,0,0,0,4480.0664
488789,1113,5,24/01/2014,673,1,1,0,0,6706.997
706715,779,2,13/05/2014,737,1,0,0,0,6014.729
271044,440,2,18/02/2014,633,1,1,0,0,6861.2495
481795,1098,3,22/04/2015,689,1,0,0,0,5805.6724
680845,800,5,20/09/2013,485,1,0,0,0,4737.998
654639,160,3,04/03/2015,529,1,1,0,0,5818.7397
447251,397,6,19/01/2013,620,1,0,0,0,6041.7344
123772,254,6,03/01/2015,247,1,0,0,0,2244.9146
668897,531,1,12/05/2014,598,1,0,0,0,5198.274
503532,766,1,10/06/2013,408,1,0,0,0,4068.989
524285,361,3,09/04/2014,501,1,0,0,0,4688.802
58964,491,6,20/07/2013,565,1,0,0,0,5618.908
485627,826,2,06/08/2013,694,1,0,0,1,6080.2065
210473,1,1,03/03/2014,616,1,1,0,0,7242.9937
612919,539,2,17/06/2014,1152,1,1,0,1,10612.261
54612,80,5,19/07/2013,599,1,1,0,1,6296.7827
579764,482,2,06/08/2013,759,1,0,0,1,6449.6475
228949,1031,6,11/01/2014,348,1,0,0,0,3287.7056
206800,248,2,26/03/2013,1365,1,1,0,1,12107.055
44394,809,1,26/01/2015,1000,1,1,0,0,10447.317
344826,1082,1,18/05/2015,1166,1,1,0,0,11538.855
421424,117,4,01/05/2014,0,0,1,a,0,-0.939353
448134,1048,6,13/09/2014,477,1,0,0,0,4785.165
26044,196,1,08/04/2013,938,1,1,0,0,10082.471
559630,169,3,30/07/2014,342,1,1,0,1,3980.8318
655624,300,3,24/09/2014,773,1,0,0,0,6300.6733
309505,1011,5,18/01/2013,786,1,0,0,0,6884.409
360146,1066,6,24/01/2015,883,1,0,0,0,7754.02
681130,687,7,16/03/2014,0,0,0,0,0,0.14056402
423127,1067,6,11/01/2014,470,1,0,0,0,4695.39
387506,1093,1,05/05/2014,1001,1,1,0,0,10447.317
187334,341,1,19/01/2015,713,1,0,0,0,6069.074
314727,1019,4,21/03/2013,740,1,1,0,0,7300.042
368474,891,2,08/07/2014,676,1,0,0,1,5903.0176
386432,891,3,19/11/2014,878,1,0,0,0,6855.9175
582162,867,1,21/07/2014,435,1,0,0,1,4264.6157
137780,118,4,16/04/2015,689,1,1,0,1,6992.877
127294,932,1,06/07/2015,662,1,0,0,0,5756.491
456907,646,6,28/03/2015,641,1,0,0,0,6242.257
195990,279,2,29/01/2013,386,1,0,0,0,3855.313
1336,1002,6,01/11/2014,758,1,0,0,0,7024.3804
413256,417,6,27/12/2014,519,1,0,0,0,5162.027
518807,220,3,06/03/2013,715,1,1,0,0,7199.014
61927,13,3,11/03/2015,319,1,0,0,0,3291.7937
503479,207,5,27/06/2014,1159,1,0,0,0,9131.313
140356,138,7,09/03/2014,0,0,0,0,0,0.14056402
712027,655,3,31/12/2014,455,1,0,0,1,4365.0337
500657,255,4,18/06/2015,614,1,1,0,0,6104.8516
403195,252,6,23/11/2013,800,1,0,0,0,7155.6436
419944,511,6,29/06/2013,750,1,0,0,0,6849.241
357205,428,6,20/06/2015,513,1,0,0,0,5042.6997
611860,231,4,15/01/2015,435,1,1,0,0,4915.6973
548925,603,4,18/06/2015,982,1,1,0,0,8862.332
463938,843,5,08/03/2013,1309,1,1,0,0,11132.077
596847,400,6,07/12/2013,1015,1,0,0,0,8407.657
639276,162,4,27/06/2013,496,1,0,0,0,4629.186
578522,1044,5,11/07/2014,786,1,0,0,0,6884.409
36144,77,4,21/11/2013,634,1,1,0,0,6390.167
614681,598,4,27/03/2014,660,1,0,0,0,5758.554
190824,824,4,25/07/2013,596,1,0,0,1,5298.4277
282454,565,4,05/06/2014,673,1,1,0,0,6715.3784
385513,793,5,08/08/2014,484,1,1,0,1,5296.0234
175554,745,6,22/11/2014,311,1,0,0,0,2868.052
677074,383,5,15/05/2015,2363,1,0,0,0,13652.456
222321,944,2,16/04/2013,985,1,0,0,0,7471.3555
177728,193,7,18/01/2015,0,0,0,0,0,0.14056402
568207,379,7,30/11/2014,0,0,0,0,0,0.14056402
67251,1036,4,14/05/2015,0,0,0,a,0,-1.5261906
367226,1072,4,05/06/2014,683,1,1,0,0,6831.862
48866,561,6,13/06/2015,480,1,0,0,0,4726.1743
320082,936,3,17/06/2015,919,1,1,0,0,8556.782
370005,593,1,25/08/2014,1544,1,0,0,0,10611.221
643312,515,4,25/07/2013,625,1,0,0,1,5512.286
154701,576,7,06/10/2013,0,0,0,0,0,0.14056402
379645,579,3,17/06/2015,878,1,1,0,0,8479.944
555925,1089,5,26/04/2013,1026,1,1,0,0,9423.896
709310,537,6,27/04/2013,430,1,0,0,0,4085.2366
689288,1021,4,23/05/2013,970,1,0,0,0,7365.153
533460,111,1,27/04/2015,647,1,1,0,0,7459.4756
419164,88,6,16/02/2013,211,1,0,0,0,1890.4985
375404,738,2,19/08/2014,853,1,1,0,1,8633.154
477172,117,6,02/11/2013,374,1,0,0,0,3539.8787
454214,1081,6,03/08/2013,624,1,0,0,0,6055.354
181089,632,7,06/01/2013,0,0,0,0,0,0.14056402
115581,456,5,14/06/2013,774,1,0,0,0,6805.3086
409575,497,6,16/03/2013,909,1,0,0,0,7991.4546
592415,616,4,30/05/2013,0,0,1,a,0,-0.939353
8522,913,2,21/01/2014,1429,1,1,0,0,12510.129
62096,1089,2,22/01/2013,1008,1,1,0,0,9335.839
50063,238,6,14/02/2015,850,1,0,0,0,7588.422
131925,274,1,22/09/2014,920,1,0,0,0,7134.63
394477,1025,4,15/01/2015,869,1,1,0,0,8123.5483
496809,87,1,03/02/2014,1031,1,1,0,1,11004.281
507502,1029,1,04/05/2015,1106,1,1,0,0,10959.386
272061,339,3,25/09/2013,704,1,1,0,0,7348.4443
442158,435,6,24/05/2014,249,1,0,0,0,2244.9146
667183,406,1,02/03/2015,604,1,1,0,0,7278.338
486733,240,4,14/11/2013,352,1,0,0,0,3576.791
68061,809,6,28/03/2015,641,1,0,0,0,6242.257
247182,592,2,27/01/2015,608,1,1,0,0,6609.1846
158708,63,7,14/06/2015,0,0,0,0,0,0.14056402
539037,429,5,08/02/2013,464,1,1,0,0,5121.679
693813,545,3,23/01/2013,1101,1,1,0,0,9769.482
539705,50,2,07/01/2014,396,1,1,0,1,4739.213
578172,473,2,03/03/2015,545,1,1,0,0,6292.5
500647,865,2,26/03/2013,646,1,1,0,1,7041.633
652970,719,6,22/02/2014,512,1,0,0,0,5042.6997
608930,516,5,27/03/2015,597,1,0,0,0,5532.2793
559756,137,3,06/11/2013,871,1,1,0,0,8276.387
681942,70,6,06/04/2013,575,1,0,0,0,5645.6187
160520,1,2,07/10/2014,556,1,1,0,0,6183.057
536663,152,3,05/02/2014,765,1,1,0,0,7605.4014
192452,715,1,09/02/2015,582,1,0,0,1,5323.2983
308864,140,5,29/11/2013,928,1,0,0,0,7670.164
172116,319,1,18/08/2014,963,1,1,0,1,10605.798
100072,31,6,21/12/2013,866,1,0,0,0,7754.633
322266,389,2,18/06/2013,1463,1,1,0,0,12510.129
480940,845,3,31/12/2014,282,1,0,0,1,2910.8086
520973,67,1,05/01/2015,1209,1,1,0,1,11758.362
456141,897,5,21/03/2014,382,1,1,0,0,4283.892
704339,366,1,21/01/2013,750,1,1,0,0,8358.953
411678,456,1,20/10/2014,1038,1,1,0,0,10833.546
147544,993,7,19/07/2015,0,0,0,0,0,0.14056402
344657,281,4,12/03/2015,475,1,0,0,0,4443.0146
126761,1113,5,12/09/2014,670,1,0,0,0,6121.238
210406,421,3,29/05/2013,1068,1,1,0,0,9571.733
655920,352,1,13/10/2014,533,1,0,0,1,4945.5854
395852,899,3,11/02/2015,475,1,0,0,1,4468.749
58977,936,2,01/07/2014,990,1,1,0,0,9173.698
396093,1013,2,28/10/2014,439,1,0,0,0,4315.626
351993,596,2,17/09/2013,569,1,0,0,0,4997.96
337146,914,3,10/12/2014,1069,1,0,0,0,8002.8643
110491,12,2,25/06/2013,768,1,0,0,1,6554.518
452685,542,3,06/03/2013,595,1,1,0,0,6276.183
526234,188,5,05/12/2014,557,1,1,0,0,5865.7217
653138,126,6,15/03/2014,476,1,0,0,0,4701.917
308771,209,4,09/04/2015,566,1,0,0,1,5136.4727
665879,15,5,05/12/2014,957,1,1,0,0,8727.372
349160,1096,3,09/01/2013,480,1,1,0,0,5505.0376
680385,417,4,16/05/2013,976,1,1,0,0,8745.327
26319,645,4,12/12/2013,1209,1,0,0,0,8776.65
480561,278,5,31/07/2015,929,1,1,0,1,8702.212
578013,793,2,28/05/2013,435,1,1,0,0,5272.7676
378395,321,3,24/09/2014,414,1,0,0,0,4135.8164
347984,127,6,26/10/2013,663,1,0,0,0,6441.3535
612381,434,3,13/05/2015,891,1,0,0,0,6919.1943
453495,641,7,05/01/2014,0,0,0,0,0,0.14056402
201721,1105,5,14/06/2013,371,1,0,0,0,3853.0244
539467,1115,3,31/07/2013,421,1,1,0,1,4778.988
479283,159,4,07/02/2013,689,1,1,0,0,6912.288
604725,772,4,21/03/2013,439,1,1,0,0,4982.5083
110797,356,7,14/04/2013,0,0,0,0,0,0.14056402
362761,860,3,06/11/2013,651,1,1,0,0,6786.4893
666268,621,5,19/06/2015,785,1,1,0,0,7774.542
604018,999,2,19/03/2013,691,1,1,0,0,7341.006
681683,979,3,20/05/2015,674,1,1,0,0,6913.638
199751,284,5,11/04/2014,408,1,0,0,0,4126.333
694253,317,2,26/05/2015,587,1,0,0,1,5191.268
528328,975,7,15/03/2015,0,0,0,0,0,0.14056402
264135,751,6,18/05/2013,668,1,0,0,0,6443.0083
356711,368,1,23/09/2013,877,1,1,0,0,9454.554
649095,616,6,22/06/2013,603,1,0,0,0,5835.82
341334,538,2,14/07/2015,702,1,1,0,0,7412.984
544571,428,5,02/08/2013,632,1,1,0,1,6483.5215
280884,157,1,05/08/2013,968,1,0,0,1,8531.774
332574,1002,1,03/11/2014,924,1,1,0,0,9926.912
410387,1087,6,26/07/2014,568,1,0,0,0,5593.9966
163791,392,7,17/11/2013,0,0,0,0,0,0.14056402
373442,1100,1,08/06/2015,569,1,0,0,0,5014.891
